z_cm qC23_t0001 qC23_t001 qC23_t01 qC23_t1 qC40_t0001 qC40_t001 qC40_t01 qC40_t1
0.45374999999999999 0 1.5870029306766761e-14 3.2522561864228161e-14 1.4291451411912966e-14 0 1.5583507685303791e-14 1.8919961933005552e-14 1.5876361882317616e-14
0.46124999999999999 0 1.5868743175424845e-14 3.1434202302328701e-14 1.4424022535012731e-14 0 1.5582413223899468e-14 1.9004486450930158e-14 1.5019672776701975e-14
0.46875 0 1.5867457301155388e-14 3.0869362492916158e-14 1.3130777834967019e-14 0 1.5580982115348199e-14 1.9352590882053047e-14 1.4724653523610996e-14
0.47625000000000001 0 1.5866171378252721e-14 2.8843444986680271e-14 1.0929239180699333e-14 0 1.5579887831319784e-14 1.8884922548682766e-14 1.4553814626434681e-14
0.48374999999999996 0 1.5864885712380836e-14 2.8897892697059915e-14 9.9844316171865853e-15 0 1.5578456954703769e-14 1.8434363405731778e-14 1.5901081746810796e-14
0.49124999999999996 0 1.586359999788365e-14 3.0462753948521039e-14 1.2361107768895208e-14 0 1.5577362848022516e-14 1.7461052650309944e-14 1.7036433212481715e-14
0.49874999999999997 0 1.5862314540375584e-14 3.1497616399057e-14 1.3304931593196202e-14 0 1.5575932203304152e-14 1.7519560217161048e-14 1.8819592108968992e-14
0.50624999999999998 0 1.586102903425009e-14 3.3721035144614578e-14 1.1937599073419044e-14 0 1.5574838273941331e-14 1.8395936552561053e-14 1.9659633449902026e-14
0.51374999999999993 0 1.585974378507207e-14 3.4140666966121826e-14 8.3581427321729285e-15 0 1.5573407861083042e-14 1.7082934075477947e-14 1.9389564686955004e-14
0.52124999999999999 0 1.5858458487284504e-14 3.4574950526501378e-14 5.911435850151158e-15 0 1.5572314109009902e-14 1.6257664850018795e-14 2.0098234761453189e-14
0.52874999999999994 0 1.585717344640276e-14 3.6866179277215704e-14 8.4306608660188898e-15 0 1.5570883927974117e-14 1.5768168508772679e-14 1.9241027205748379e-14
0.53625 0 1.5855888356919359e-14 3.5449918443812854e-14 1.1508044829841027e-14 0 1.5569790353161933e-14 1.6374306760337192e-14 1.835535330805943e-14
0.54374999999999996 0 1.5854603524300135e-14 3.4790037759757071e-14 1.217937962678494e-14 0 1.5568360403911073e-14 1.5617657666292068e-14 1.9229813887784542e-14
0.55125000000000002 0 1.5853318643087137e-14 3.2716878591724469e-14 9.5645861588424131e-15 0 1.5567267006331104e-14 1.4936477493197094e-14 1.840608813875055e-14
0.55874999999999997 0 1.5852034018696688e-14 2.8896310357242613e-14 7.539102979816963e-15 0 1.5565837288827617e-14 1.579288939736184e-14 1.5691446255955269e-14
0.56625000000000003 0 1.5850749345720334e-14 2.4009422019758684e-14 5.2178036419236379e-15 0 1.5564744068451152e-14 1.6528293782155548e-14 1.5148176986446499e-14
0.57374999999999998 0 1.5849464929524904e-14 1.986154281948246e-14 1.4563645521753203e-15 0 1.5563314582657469e-14 1.5806946324672046e-14 1.402390041461145e-14
0.58124999999999993 0 1.5848180464751454e-14 1.8644657766946786e-14 2.6531159167036906e-15 0 1.5562221539455783e-14 1.7307027601821391e-14 1.4268174783966774e-14
0.58875 0 1.5846896256717307e-14 2.1485139979232381e-14 2.9364974493207584e-15 0 1.5560792285334345e-14 1.8389198862541353e-14 1.6801306664746159e-14
0.59624999999999995 0 1.5845612000113013e-14 2.4807679048970694e-14 1.6632897450680459e-15 0 1.5559699419278734e-14 1.9687984684351176e-14 1.6066691406833783e-14
0.60375000000000001 0 1.5844328000206415e-14 3.1114385157661777e-14 -7.9290534657397605e-16 0 1.5558270396792007e-14 2.0083184135696037e-14 1.6187170471711047e-14
0.61124999999999996 0 1.5843043951737537e-14 3.5356527546589056e-14 -2.0338674275339357e-15 0 1.5557177707853743e-14 1.9675043243792184e-14 1.7719045469351868e-14
0.61875000000000002 0 1.5841760159924768e-14 3.5616636658428381e-14 -1.6553990829514972e-15 0 1.5555748916964208e-14 1.8860402407297798e-14 1.8751910168739568e-14
0.62624999999999997 0 1.5840476319557561e-14 3.2118665194094486e-14 -1.6794787871232032e-15 0 1.5554656405114581e-14 1.8187511245922849e-14 1.5920989531898946e-14
